:START_ID,:END_ID
131,1
112,2
129,3
116,4
142,5
120,6
127,7
109,8
80,9
116,10
115,11
109,12
132,13
150,14
82,15
80,16
120,17
89,18
104,19
96,20
133,21
141,22
119,23
149,24
80,25
96,26
114,27
108,28
135,29
83,30
76,31
140,32
98,33
135,34
83,35
150,36
135,37
139,38
133,39
100,40
139,41
127,42
147,43
140,44
106,45
142,46
107,47
135,48
139,49
90,50
100,51
94,52
79,53
136,54
119,55
119,56
100,57
147,58
95,59
92,60
109,61
131,62
82,63
96,64
115,65
121,66
102,67
148,68
138,69
128,70
114,71
88,72
100,73
87,74
120,75
129,76
82,77
120,78
137,79
94,80
115,81
79,82
135,83
127,84
111,85
138,86
116,87
120,88
125,89
94,90
90,91
104,92
145,93
80,94
119,95
128,96
111,97
136,98
95,99
81,100
133,101
140,102
111,103
149,104
117,105
111,106
114,107
98,108
121,109
93,110
137,111
140,112
87,113
117,114
107,115
118,116
148,117
122,119
